key,value
"(43, 48)","{'super area title': 'Baruun Nuur Lake', 'description': 'The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Baruun Nuur Lake-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(43, 49)","{'super area title': 'Baruun Nuur Lake', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Baruun Nuur Lake in stark contrast. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Baruun Nuur Lake-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 0)","{'super area title': 'Lake Buhayra', 'description': ""The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 1)","{'super area title': 'Lake Buhayra', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. It's a wild and powerful display of nature's might. "", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 2)","{'super area title': 'Lake Buhayra', 'description': ""The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 3)","{'super area title': 'Lake Buhayra', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 4)","{'super area title': 'Lake Buhayra', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 5)","{'super area title': 'Lake Buhayra', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 6)","{'super area title': 'Lake Buhayra', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Lake Buhayra in stark contrast. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 7)","{'super area title': 'Lake Buhayra', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 8)","{'super area title': 'South Cyfandir', 'description': 'The steppe is a realm of open skies and endless winds.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. The sky overhead is an expanse of azure blue, interrupted only by the occasional fluffy cloud.', 'title': 'South Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(44, 9)","{'super area title': 'Kathban Albahr Desert', 'description': 'As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. The shifting sands seem to come alive with the changing light, their textures and contours highlighted by the soft glow of twilight. \n                                  The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(44, 10)","{'super area title': 'Kathban Albahr Desert', 'description': 'The sand gives way to a vast, flat expanse where grains are swept into intricate patterns by the constant wind. The shifting sands seem to come alive with the changing light, their textures and contours highlighted by the soft glow of twilight. \n                                  The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. The solitude is both breathtaking and humbling, \n                                  a vast expanse that holds secrets buried beneath the shifting sands of the Kathban Albahr desert. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(44, 11)","{'super area title': 'South Cyfandir', 'description': 'The barren landscape is dominated by arid earth and rocky outcroppings.  Short grasses carpet the land, bending and swaying as the gusts sweep across the plain. \n                              Herds of animals graze in the distance, their movements harmonizing with the rhythm of the land. The sky overhead is an expanse of azure blue, interrupted only by the occasional fluffy cloud.', 'title': 'South Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(44, 12)","{'super area title': 'Farraige Mhor', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 13)","{'super area title': 'Farraige Mhor', 'description': 'Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 14)","{'super area title': 'Farraige Mhor', 'description': 'The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 15)","{'super area title': 'Farraige Mhor', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 16)","{'super area title': 'Kathban Albahr Desert', 'description': ""The sand gives way to a vast, flat expanse where grains are swept into intricate patterns by the constant wind. The landscape is punctuated by rocky outcroppings, their weathered surfaces bearing testament to the desert's relentless erosive power. The solitude is both breathtaking and humbling, \n                                  a vast expanse that holds secrets buried beneath the shifting sands of the Kathban Albahr desert. "", 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(44, 17)","{'super area title': 'Kathban Albahr Desert', 'description': ""As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. The landscape is punctuated by rocky outcroppings, their weathered surfaces bearing testament to the desert's relentless erosive power. The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. \n                                  Stars begin to twinkle overhead, and the desert becomes a realm of both beauty and mystery under the night sky."", 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(44, 18)","{'super area title': 'Kathban Albahr Desert', 'description': 'As the sun dips below the horizon, the dunes are painted in shades of deep orange and dusky pink. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(44, 19)","{'super area title': 'Kathban Albahr Desert', 'description': ""As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. The landscape is punctuated by rocky outcroppings, their weathered surfaces bearing testament to the desert's relentless erosive power. The solitude is both breathtaking and humbling, \n                                  a vast expanse that holds secrets buried beneath the shifting sands of the Kathban Albahr desert. "", 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(44, 20)","{'super area title': 'Farraige Mhor', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 21)","{'super area title': 'Farraige Mhor', 'description': 'The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 22)","{'super area title': 'Farraige Mhor', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 23)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 24)","{'super area title': 'Farraige Mhor', 'description': 'Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 25)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 26)","{'super area title': 'South Cyfandir', 'description': ""The sun's first rays paint the mountaintops of South Cyfandir in shades of pink and gold, illuminating the rugged terrain with a warm and inviting glow. Verdant meadows burst with colorful wildflowers, contrasting with the snowy caps of the peaks.\n                            Crystal-clear streams babble through the valleys, their waters originating from the melting snow above. The sounds of nature seem muted, as if the South Cyfandir themselves hold their breath in anticipation of your arrival at the summit."", 'title': 'South Cyfandir-mountain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '6'}"
"(44, 27)","{'super area title': 'South Cyfandir', 'description': 'The plateau extends in every direction, a vast expanse of rocky terrain that seems untouched by time. The land drops away in a dramatic descent, revealing a mosaic of rock and earth. \n                              Birds soar on thermals, gliding effortlessly through the air, while distant rivers wind their way through the landscape. The air is still and heavy, carrying echoes of silence and the faint trickle of water.', 'title': 'South Cyfandir-hill', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '5'}"
"(44, 28)","{'super area title': 'mpla', 'description': ""The plateau extends in every direction, a vast expanse of rocky terrain that seems untouched by time. The land drops away in a dramatic descent, revealing a mosaic of rock and earth. \n                              Birds soar on thermals, gliding effortlessly through the air, while distant rivers wind their way through the landscape. It's a place of solitude and open space, where the wind and the land are your only companions."", 'title': 'mpla-hill', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '5'}"
"(44, 29)","{'super area title': 'Farraige Mhor', 'description': ""The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. It's a wild and powerful display of nature's might. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 30)","{'super area title': 'Farraige Mhor', 'description': 'The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. Rain pelts down in diagonal sheets, stinging your skin with each drop. \n                                  The wind howls like a vengeful spirit, tearing at your clothes and sending sea spray in every direction. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 31)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 32)","{'super area title': 'Farraige Mhor', 'description': ""The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 33)","{'super area title': 'Farraige Mhor', 'description': 'The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 34)","{'super area title': 'Farraige Mhor', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Farraige Mhor in stark contrast. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 35)","{'super area title': 'Farraige Mhor', 'description': 'The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 36)","{'super area title': 'Farraige Mhor', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. The sea and sky meld into a maelstrom of gray and black, the boundary between them all but erased. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 37)","{'super area title': 'Farraige Mhor', 'description': 'The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. The wind howls, tugging at your clothes and whipping your hair into a frenzy. \n                                  Lightning streaks across the sky, briefly illuminating the foamy crests of waves. The air is cool and refreshing, carrying the scent of salt and adventure.', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 38)","{'super area title': 'Farraige Mhor', 'description': ""The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 39)","{'super area title': 'Farraige Mhor', 'description': 'The horizon is a tumultuous blend of dark clouds and roiling waters, blurred together in a disorienting dance. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. This is a place where time seems to stand still, inviting you to immerse yourself in its serene beauty and contemplate the mysteries of the world. ', 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 40)","{'super area title': 'South Juun', 'description': 'The steppe is a realm of open skies and endless winds. Tall grasses wave lazily in the wind, their golden heads creating a sea of movement that whispers secrets to anyone who listens. The sun bathes the landscape in a warm glow, and the air is filled with the earthy scent of soil and vegetation.', 'title': 'South Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(44, 41)","{'super area title': 'South Juun', 'description': 'As far as the eye can see, rows of crops stretch across the fertile plain. The grasslands in South Juun sway in harmony with the breeze, creating a mesmerizing wave-like motion that seems to breathe with the land. \n                              Here and there, wildflowers add vibrant bursts of color, their petals nodding gently in the wind. The sun bathes the landscape in a warm glow, and the air is filled with the earthy scent of soil and vegetation.', 'title': 'South Juun-plain', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '3'}"
"(44, 42)","{'super area title': 'Id-Shidiin Mod Woods', 'description': ""The forest is dominated by a towering canopy of evergreen pines, their needles casting a carpet of fragrant green on the forest floor. Shadows lengthen and the trees seem to lean in closer, creating an otherworldly atmosphere. \n                              The rustling of leaves becomes more pronounced, accompanied by the occasional hoot of an owl. It's a serene and idyllic scene, where nature's harmony is embodied in the gentle flow of the brook."", 'title': 'Id-Shidiin Mod Woods-forest', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '4'}"
"(44, 43)","{'super area title': 'Id-Shidiin Mod Woods', 'description': ""A crystal-clear brook winds its way through the forest, its babbling waters creating a soothing backdrop to the symphony of the woods. Shadows lengthen and the trees seem to lean in closer, creating an otherworldly atmosphere. \n                              The rustling of leaves becomes more pronounced, accompanied by the occasional hoot of an owl. It's a serene and idyllic scene, where nature's harmony is embodied in the gentle flow of the brook."", 'title': 'Id-Shidiin Mod Woods-forest', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '4'}"
"(44, 44)","{'super area title': 'Id-Shidiin Mod Woods', 'description': 'Sunlight filters through the dense canopy, dappling the Id-Shidiin Mod Woods floor with patches of golden warmth. Shadows lengthen and the trees seem to lean in closer, creating an otherworldly atmosphere. \n                              The rustling of leaves becomes more pronounced, accompanied by the occasional hoot of an owl. The air is charged with a mixture of anticipation and trepidation, as if the boundaries between the mundane and the magical are beginning to blur.', 'title': 'Id-Shidiin Mod Woods-forest', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '4'}"
"(44, 45)","{'super area title': 'Id-Shidiin Mod Woods', 'description': ""A small clearing opens up within the heart of the forest, a haven of tranquility bathed in gentle sunlight. Towering trees stand like ancient sentinels, their trunks adorned with gnarled roots and lush moss. \n                              Ferns and undergrowth carpet the ground, creating a soft bed of textures and shades. Shafts of sunlight pierce the canopy, creating pools of illumination that seem to move in time with the wind's melody."", 'title': 'Id-Shidiin Mod Woods-forest', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '4'}"
"(44, 46)","{'super area title': 'South Juun', 'description': 'You find yourself in the heart of a rocky canyon, its walls rising dramatically on either side. The ground is uneven, covered in rocky fragments and tufts of hardy grass. The sky stretches overhead, a wide canvas of blue and white. The air is still and heavy, carrying echoes of silence and the faint trickle of water.', 'title': 'South Juun-hill', 'short description': 'This is a short description', 'continent': 'Juun', 'type': '5'}"
"(44, 47)","{'super area title': 'Baruun Nuur Lake', 'description': 'The gentle lapping of waves creates a soothing rhythm as the first light of dawn breaks across the horizon. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. ', 'title': 'Baruun Nuur Lake-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 48)","{'super area title': 'Baruun Nuur Lake', 'description': ""The moon hangs low in the sky, casting a silvery path across the water's surface. For a brief moment, the entire expanse of the water is laid bare, revealing the churning chaos beneath. It's as if the world is reduced to this single, chaotic plane, where the distinction between air and water loses all meaning. "", 'title': 'Baruun Nuur Lake-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(44, 49)","{'super area title': 'Baruun Nuur Lake', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Baruun Nuur Lake-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(45, 0)","{'super area title': 'Lake Buhayra', 'description': ""Lightning splits the sky in blinding arcs of brilliance, illuminating the tumultuous seascape of Lake Buhayra in stark contrast. The gentle waves shimmer with each soft ripple, reflecting the moon's glow like a million diamonds. \n                                  A sense of tranquility pervades the air, broken only by the distant call of a night bird. The first twinkling lights mirror the constellations above, creating a breathtaking connection between the heavens and the tranquil waters below. The air is cool and refreshing, carrying the scent of salt and adventure."", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(45, 1)","{'super area title': 'Lake Buhayra', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Lake Buhayra-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(45, 2)","{'super area title': 'Kathban Albahr Desert', 'description': ""The sand gives way to a vast, flat expanse where grains are swept into intricate patterns by the constant wind. The landscape is punctuated by rocky outcroppings, their weathered surfaces bearing testament to the desert's relentless erosive power. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. "", 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 3)","{'super area title': 'South Cyfandir', 'description': 'The plains of South Cyfandir seem to stretch on forever, a vast expanse of open land broken only by occasional clusters of trees. The ground is cracked and dry, and the few tufts of hardy grass that dot the landscape seem like precious oases of life. \n                              The sun beats down relentlessly, casting harsh shadows that stretch across the desolate expanse. The sun bathes the landscape in a warm glow, and the air is filled with the earthy scent of soil and vegetation.', 'title': 'South Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(45, 4)","{'super area title': 'South Cyfandir', 'description': 'The barren landscape is dominated by arid earth and rocky outcroppings.  Golden wheat sways like a rippling sea, ready for harvest.\n                             Scarecrows stand guard amidst the fields, their outstretched arms warding off unwelcome visitors. The sky overhead is an expanse of azure blue, interrupted only by the occasional fluffy cloud.', 'title': 'South Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(45, 5)","{'super area title': 'Kathban Albahr Desert', 'description': 'As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. The shifting sands seem to come alive with the changing light, their textures and contours highlighted by the soft glow of twilight. \n                                  The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. \n                                  Stars begin to twinkle overhead, and the desert becomes a realm of both beauty and mystery under the night sky.', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 6)","{'super area title': 'Kathban Albahr Desert', 'description': ""As the sun dips below the horizon, the dunes are painted in shades of deep orange and dusky pink. The landscape is punctuated by rocky outcroppings, their weathered surfaces bearing testament to the desert's relentless erosive power. The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. \n                                  Stars begin to twinkle overhead, and the desert becomes a realm of both beauty and mystery under the night sky."", 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 7)","{'super area title': 'Kathban Albahr Desert', 'description': 'As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. \n                                  Stars begin to twinkle overhead, and the desert becomes a realm of both beauty and mystery under the night sky.', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 8)","{'super area title': 'Kathban Albahr Desert', 'description': 'The sand gives way to a vast, flat expanse where grains are swept into intricate patterns by the constant wind. The shifting sands seem to come alive with the changing light, their textures and contours highlighted by the soft glow of twilight. \n                                  The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. The solitude is both breathtaking and humbling, \n                                  a vast expanse that holds secrets buried beneath the shifting sands of the Kathban Albahr desert. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
